label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6798346042633057,0.623866617679596,-7.39034760499635e-07,0.617199182510376,0.5632624626159668,-0.013640969060361385,0.56610506772995,0.44867345690727234,-0.013941173441708088,0.5462846159934998,0.35468780994415283,-0.018630122765898705,0.5635145902633667,0.2922634482383728,-0.01588805764913559,0.6163697242736816,0.37875476479530334,0.02448039874434471,0.5986610054969788,0.31718146800994873,-0.0022059555631130934,0.6046327948570251,0.402738481760025,-0.01071559265255928,0.6156931519508362,0.4160824120044708,-0.013566157780587673,0.6566357016563416,0.37911057472229004,0.018909180536866188,0.6371997594833374,0.3137616813182831,-0.011289309710264206,0.6363123059272766,0.4163401424884796,-0.008017444983124733,0.6490848660469055,0.4232868552207947,0.004153419751673937,0.7011933922767639,0.389814168214798,0.0055840350687503815,0.6830005645751953,0.32457786798477173,-0.026273274794220924,0.6763824224472046,0.424765944480896,-0.0030418855603784323,0.6875100135803223,0.442547470331192,0.022764818742871284,0.7462329864501953,0.4060325026512146,-0.01019519567489624,0.7275000810623169,0.35370805859565735,-0.023552238941192627,0.7157312035560608,0.4158508777618408,-0.004749771673232317,0.7251967191696167,0.4343486726284027,0.014332294464111328
A,0.6778005361557007,0.6253751516342163,-7.584968670926173e-07,0.6157756447792053,0.5644413232803345,-0.013101006858050823,0.5656080842018127,0.44930964708328247,-0.013206985779106617,0.546362042427063,0.35583484172821045,-0.01799754425883293,0.5627966523170471,0.2927969694137573,-0.015451401472091675,0.6167477369308472,0.3792933523654938,0.024412838742136955,0.5995019674301147,0.3167768120765686,-0.0028716810047626495,0.6048253178596497,0.40373337268829346,-0.011075377464294434,0.6160196661949158,0.4174961745738983,-0.01354200392961502,0.6572952270507812,0.37994447350502014,0.018264176324009895,0.6378394961357117,0.3140743374824524,-0.01296864915639162,0.6362355947494507,0.418255478143692,-0.009233337827026844,0.6498531103134155,0.4249480664730072,0.0035977086517959833,0.7017361521720886,0.39074188470840454,0.0042904336005449295,0.6829575896263123,0.32558104395866394,-0.028449485078454018,0.676102876663208,0.42674019932746887,-0.004365292843431234,0.6879783272743225,0.44421815872192383,0.02232063189148903,0.746746838092804,0.40695488452911377,-0.01214851438999176,0.7275317311286926,0.3540332317352295,-0.025854846462607384,0.7150992751121521,0.41714808344841003,-0.006497146096080542,0.7247375845909119,0.4361330270767212,0.013132552616298199
A,0.678615927696228,0.6247857809066772,-7.575327458653192e-07,0.6161849498748779,0.5632107257843018,-0.013287507928907871,0.5662060379981995,0.44863301515579224,-0.013429290615022182,0.5470105409622192,0.35549411177635193,-0.018202215433120728,0.5626828074455261,0.2924850583076477,-0.015666842460632324,0.6165173649787903,0.3786095082759857,0.02499496191740036,0.5996081233024597,0.31671804189682007,-0.0018664817325770855,0.6044240593910217,0.4028298258781433,-0.0102067980915308,0.6152389049530029,0.4172306954860687,-0.012768315151333809,0.6567206382751465,0.37910184264183044,0.018962712958455086,0.6375702023506165,0.3142162561416626,-0.01151255052536726,0.6359629034996033,0.4174365997314453,-0.007857182063162327,0.6491382122039795,0.4251558184623718,0.004694064147770405,0.7012916803359985,0.389792263507843,0.005053520202636719,0.6826034188270569,0.3247663676738739,-0.02713419869542122,0.6757447123527527,0.4251331388950348,-0.0035234522074460983,0.6872771382331848,0.44366252422332764,0.02262650430202484,0.7466033101081848,0.4065015912055969,-0.011352402158081532,0.7274338603019714,0.3532823920249939,-0.0249605942517519,0.7149369120597839,0.4161497950553894,-0.005875249858945608,0.724276065826416,0.4361613094806671,0.013480231165885925
A,0.6777510046958923,0.6250334978103638,-7.481431794076343e-07,0.6162723898887634,0.5641430616378784,-0.013871141709387302,0.5661011934280396,0.4482311010360718,-0.014114097692072392,0.5468231439590454,0.3551258146762848,-0.018814822658896446,0.563072681427002,0.29244333505630493,-0.01620456948876381,0.6157182455062866,0.3783314824104309,0.024265805259346962,0.599381685256958,0.3161174952983856,-0.002432035282254219,0.6045845150947571,0.4021202623844147,-0.01045718789100647,0.6151332855224609,0.4167514443397522,-0.012774480506777763,0.656047523021698,0.3783003091812134,0.018454989418387413,0.6376979351043701,0.3139776289463043,-0.011266538873314857,0.636280357837677,0.41626033186912537,-0.007068979553878307,0.6490228176116943,0.42266109585762024,0.005606416147202253,0.7005664706230164,0.38874486088752747,0.004683873150497675,0.6830170750617981,0.32408255338668823,-0.026901109144091606,0.6759495735168457,0.42326319217681885,-0.0031271681655198336,0.6867663860321045,0.44050538539886475,0.022803394123911858,0.7457689642906189,0.40539970993995667,-0.011690700426697731,0.7277332544326782,0.35261309146881104,-0.025009719654917717,0.714726448059082,0.4154156446456909,-0.00586589565500617,0.7227720618247986,0.4353289306163788,0.013352836482226849
A,0.6768013834953308,0.6241365075111389,-7.559038408544438e-07,0.6158097386360168,0.562493085861206,-0.013498229905962944,0.5659653544425964,0.4475969970226288,-0.014005051925778389,0.5465909242630005,0.35513803362846375,-0.01912766695022583,0.5629914999008179,0.29211950302124023,-0.016862986609339714,0.6175678372383118,0.3765470087528229,0.024440014734864235,0.5986930727958679,0.31578704714775085,-0.0025768328923732042,0.6039023995399475,0.40122705698013306,-0.010679689235985279,0.6155557036399841,0.41522395610809326,-0.01289678830653429,0.65721595287323,0.37745365500450134,0.01837904565036297,0.636262834072113,0.31365513801574707,-0.011874019168317318,0.6352856159210205,0.41691508889198303,-0.0073394449427723885,0.6495400667190552,0.42298534512519836,0.005837759468704462,0.7012369632720947,0.38830557465553284,0.004341272637248039,0.6815452575683594,0.3244269788265228,-0.02784290723502636,0.674868106842041,0.42443716526031494,-0.0035645233001559973,0.6873339414596558,0.4415130615234375,0.023083902895450592,0.7461722493171692,0.4056793749332428,-0.0122804194688797,0.7271285057067871,0.3513360023498535,-0.025729147717356682,0.7139816284179688,0.4140812158584595,-0.006141109392046928,0.7229868769645691,0.43452104926109314,0.01361086405813694
A,0.6779798269271851,0.6222741603851318,-7.48208663026162e-07,0.6158084273338318,0.5618661642074585,-0.014083560556173325,0.5657826066017151,0.44817325472831726,-0.015113674104213715,0.5463858842849731,0.3550422489643097,-0.02043888159096241,0.5632373690605164,0.292192280292511,-0.01830747164785862,0.6164496541023254,0.37600982189178467,0.023310275748372078,0.5987603664398193,0.3147561550140381,-0.0035744463093578815,0.6038028597831726,0.40001562237739563,-0.011899253353476524,0.6148726940155029,0.4145459830760956,-0.014443685300648212,0.6566614508628845,0.3767737150192261,0.017717134207487106,0.636389970779419,0.313504695892334,-0.01227260660380125,0.6354613304138184,0.415945440530777,-0.008234765380620956,0.6489614248275757,0.42271098494529724,0.004297040868550539,0.7008771896362305,0.38776665925979614,0.004273137077689171,0.6818857192993164,0.3239191174507141,-0.027391260489821434,0.6752157211303711,0.4235793650150299,-0.0035528941079974174,0.6872895359992981,0.4409084916114807,0.022467175498604774,0.7460481524467468,0.405264288187027,-0.011732690967619419,0.726668119430542,0.35247066617012024,-0.02501135692000389,0.713850200176239,0.415278822183609,-0.005834661424160004,0.7229145765304565,0.43526387214660645,0.013470351696014404
A,0.6766905188560486,0.6243833303451538,-7.459790936081845e-07,0.6156947016716003,0.5635265111923218,-0.013170035555958748,0.5653018355369568,0.4478416442871094,-0.013517922721803188,0.545323371887207,0.35495054721832275,-0.01836226135492325,0.5621723532676697,0.29226112365722656,-0.015559286810457706,0.6170667409896851,0.3754507601261139,0.024046510457992554,0.5981583595275879,0.3156457543373108,-0.0024365957360714674,0.6040239334106445,0.402129590511322,-0.010502411052584648,0.6156439781188965,0.4135960042476654,-0.013222677633166313,0.6570321917533875,0.37629562616348267,0.01824628934264183,0.6362996697425842,0.31245100498199463,-0.011840619146823883,0.6350640654563904,0.41573798656463623,-0.007715107407420874,0.648725152015686,0.42048460245132446,0.004842013120651245,0.701011598110199,0.38782522082328796,0.0047606369480490685,0.6816587448120117,0.32444125413894653,-0.025952694937586784,0.6750427484512329,0.42396679520606995,-0.0012167516397312284,0.68707674741745,0.43898236751556396,0.025091517716646194,0.7454472780227661,0.4045911133289337,-0.011334916576743126,0.7268776297569275,0.3526481091976166,-0.023074958473443985,0.7139767408370972,0.41439276933670044,-0.003209058428183198,0.7231384515762329,0.431632936000824,0.016197284683585167
A,0.678264319896698,0.623114824295044,-7.405872679555614e-07,0.6164886951446533,0.5622729063034058,-0.014467128552496433,0.5661299824714661,0.44762179255485535,-0.015178417786955833,0.5458012223243713,0.35450685024261475,-0.020113034173846245,0.562293529510498,0.2915537357330322,-0.01755145937204361,0.6168230175971985,0.3765108585357666,0.0241163969039917,0.5982601046562195,0.3156173527240753,-0.0025595787446945906,0.6039069294929504,0.400618314743042,-0.011210410855710506,0.6151670813560486,0.4138096272945404,-0.01403891108930111,0.6565355062484741,0.3771947920322418,0.018963269889354706,0.6363902688026428,0.3129885196685791,-0.01086735911667347,0.6354942917823792,0.41496923565864563,-0.0074673970229923725,0.6485331058502197,0.421345591545105,0.004658147692680359,0.7008296847343445,0.38808971643447876,0.005941884126514196,0.6820346117019653,0.3234543204307556,-0.025516504421830177,0.675116240978241,0.42240843176841736,-0.0023317569866776466,0.6864328384399414,0.43968623876571655,0.023323478177189827,0.7456886768341064,0.4047756493091583,-0.009659496136009693,0.7268391847610474,0.35161513090133667,-0.02246611751616001,0.7139585018157959,0.4138856530189514,-0.0033899573609232903,0.7227070927619934,0.43362122774124146,0.015827441588044167
A,0.67604660987854,0.6226217150688171,-7.50984838759905e-07,0.6155915260314941,0.5605902671813965,-0.012984994798898697,0.5660138726234436,0.44678735733032227,-0.0137861343100667,0.5464776754379272,0.3549381196498871,-0.019237957894802094,0.5623671412467957,0.29178285598754883,-0.017356686294078827,0.6187193989753723,0.37494149804115295,0.023842068389058113,0.5982196927070618,0.31601691246032715,-0.003354698186740279,0.6038330793380737,0.401503324508667,-0.011996466666460037,0.6157984137535095,0.4139890670776367,-0.014728526584804058,0.6578612923622131,0.376370906829834,0.017707837745547295,0.635895848274231,0.31263503432273865,-0.012554334476590157,0.6350045204162598,0.4158749580383301,-0.008273277431726456,0.6494280695915222,0.42153170704841614,0.004557161591947079,0.7014722228050232,0.38797909021377563,0.0038327027577906847,0.6808854341506958,0.3229588270187378,-0.02815532311797142,0.6744473576545715,0.42320024967193604,-0.0037263210397213697,0.6871049404144287,0.4404424726963043,0.022902484983205795,0.745724081993103,0.40549981594085693,-0.012544051744043827,0.7267279028892517,0.3505166172981262,-0.025961024686694145,0.7134988307952881,0.4134361743927002,-0.006247426848858595,0.7224822640419006,0.4339125156402588,0.013592639937996864
A,0.678171694278717,0.623380184173584,-7.364151315414347e-07,0.6162338852882385,0.5608206391334534,-0.012494646944105625,0.566286027431488,0.44732633233070374,-0.012758615426719189,0.5466641783714294,0.3549044132232666,-0.017432259395718575,0.5625775456428528,0.2920568883419037,-0.014546477235853672,0.6169434189796448,0.3761504590511322,0.0235587265342474,0.5980339646339417,0.3164021670818329,-0.0022353562526404858,0.6033437252044678,0.4017363488674164,-0.010771465487778187,0.614645779132843,0.4134671986103058,-0.013961964286863804,0.6570216417312622,0.37824803590774536,0.017935235053300858,0.6367231011390686,0.3136547803878784,-0.010723703540861607,0.6354038715362549,0.4152820110321045,-0.0072721499018371105,0.648511528968811,0.4216286540031433,0.004163920413702726,0.7012178897857666,0.3902152180671692,0.004982977174222469,0.6823732852935791,0.32250237464904785,-0.024211343377828598,0.6751607060432434,0.4213690757751465,-0.00037038428126834333,0.6864519715309143,0.4396597146987915,0.024853482842445374,0.745806097984314,0.40650874376296997,-0.01045172568410635,0.7283332347869873,0.3506362736225128,-0.021497759968042374,0.714528501033783,0.4119364023208618,-0.002024283865466714,0.7223363518714905,0.43195733428001404,0.016964580863714218
